,Simulated Price,Analytical Price,Error
0,6073.25121450335,5224.671129909167,848.5800845941831
1,8356.534733682061,6532.127683161307,1824.4070505207546
2,13924.26649488442,7353.608050541886,6570.658444342534
3,6752.555304503832,8099.015538965462,1346.4602344616296
4,11760.038315960506,8749.722163348792,3010.3161526117146
5,19501.164508337082,9387.053843119254,10114.110665217828
6,21366.616813103665,9952.422154006545,11414.19465909712
7,11511.066952171923,10405.843920767526,1105.2230314043973
8,20299.178872758046,10773.346114534317,9525.832758223729
