epoch,Time,1,2,3,4,5,6,7,8,9
1,0.0,0.10000000000000009,0.10000000000000023,0.09999999999999985,0.10000000000000012,0.10000000000000012,0.10000000000000017,0.10000000000000017,0.1,0.10000000000000012
1,0.003968253968253968,0.09999996916059123,0.10000023301196537,0.10000034729915622,0.10000078446843275,0.10000135139759991,0.1000019232910561,0.1000027871033338,0.1000051625926488,0.10000666269111073
1,0.007936507936507936,0.09999943760431315,0.10000081369766031,0.10000105932998402,0.10000098486279566,0.10000343789885376,0.10000352807620456,0.10000577549651138,0.10000984296283214,0.10001275545068126
1,0.011904761904761904,0.09999838001118318,0.10000133229461597,0.10000112891713515,0.10000220634445878,0.10000429118677848,0.10000528741303868,0.10001019720754578,0.10001406134596784,0.10001977674586762
1,0.015873015873015872,0.09999865198740059,0.1000017099981236,0.10000094321968966,0.10000329185144877,0.10000450394465858,0.10000753765607384,0.10001185281065375,0.1000180242849575,0.10002625318015353
1,0.01984126984126984,0.09999769783985578,0.10000032703695876,0.10000182062744149,0.10000541995664414,0.1000062888756296,0.1000080372257131,0.10001378839540694,0.1000232987016397,0.10003318579692408
1,0.023809523809523808,0.09999646264172773,0.10000253488950812,0.10000034805248648,0.10000515596432343,0.10000628767101158,0.10000815686199331,0.1000186463900777,0.10002666153688203,0.10003948688858437
1,0.027777777777777776,0.0999964550123431,0.10000428699649906,0.10000009208136354,0.10000420020501669,0.10000808962683223,0.10001076940121338,0.10001843132011756,0.10003219220058901,0.10004813681380911
1,0.031746031746031744,0.09999526933536733,0.10000393100654645,0.10000120398345366,0.10000543061132108,0.10000730853356968,0.10001503710557344,0.10002121889396151,0.10004057834491029,0.10005723645664011
1,0.03571428571428571,0.0999963242042095,0.10000212688693108,0.0999987751048936,0.10000626877269336,0.10000560175057749,0.10001807004319849,0.10002488732931483,0.10004439356920233,0.10006437448364162
1,0.03968253968253968,0.09999999609024854,0.10000474041194363,0.09999910869318274,0.1000072587331496,0.1000057967506689,0.10001657831580187,0.10002565469705485,0.1000453659728282,0.10007091653276037
1,0.04365079365079365,0.10000032386754487,0.10000716558608932,0.0999989066461989,0.10000715826697908,0.10000836083118687,0.10001880587297356,0.10002700146245402,0.10005133342297363,0.1000804235009964
