epoch,Time,T1,T2,T3,T4,T5,T6,T7,T8,T9
1,0.0,0.05000000000000005,0.05000000000000012,0.049999999999999996,0.05000000000000004,0.05000000000000008,0.05000000000000012,0.05000000000000004,0.04999999999999999,0.04999999999999993
1,0.003968253968253968,0.04999824376201456,0.0499981870749987,0.0499984942979927,0.04999830040117146,0.04999857768624453,0.04999875141050006,0.04999906403671033,0.049999432846135373,0.04999988021198861
1,0.007936507936507936,0.049996312959956914,0.04999662756314921,0.04999677916493785,0.04999688977898917,0.049997119871026306,0.049997401809619736,0.04999824320290777,0.04999902818351739,0.050000080674963754
1,0.011904761904761904,0.04999430009864044,0.04999496309913514,0.04999522016715085,0.04999527357964678,0.049995662280543106,0.049995895661528074,0.04999776492765318,0.04999907506822391,0.05000003473202926
1,0.015873015873015872,0.049992911953830994,0.04999318581610962,0.04999393582751172,0.04999383986584711,0.049994261091161944,0.049994266970715885,0.049997045269392616,0.04999860417171611,0.05000001661827617
1,0.01984126984126984,0.04999098598864437,0.0499919235775848,0.04999309366593446,0.04999337897557272,0.04999325342765051,0.04999242193670239,0.049996407220120116,0.0499986037215134,0.05000039840078907
1,0.023809523809523808,0.04998998882767131,0.04999159332166114,0.049991844232306924,0.04999135251731973,0.049991704547480566,0.04999131216877236,0.04999613916148923,0.04999810705104457,0.04999983329123353
1,0.027777777777777776,0.04998894975636634,0.049989761531810374,0.04999013191058246,0.049989848712238334,0.04999066669223843,0.049989398623051746,0.04999565757541502,0.04999633586832908,0.04999890574586526
1,0.031746031746031744,0.04998739554503987,0.04998813570225111,0.04998914831998253,0.04998827879036378,0.049990002689238144,0.04998897491166742,0.04999520977052587,0.04999549953424081,0.04999993862000248
1,0.03571428571428571,0.049986231895459136,0.04998629604625815,0.049988014920166524,0.04998635800273433,0.04998838909230637,0.04998842301418854,0.049994864303352204,0.049995293700050354,0.05000081177648046
1,0.03968253968253968,0.04998478926539096,0.049985742366736814,0.049986456397638705,0.04998286753188361,0.049985924332956864,0.04998709512542018,0.0499936234165105,0.0499940279568424,0.05000012043788359
1,0.04365079365079365,0.04998168384118412,0.04998515448160854,0.04998551616752139,0.04998264041774409,0.049983718412379,0.04998442337180941,0.04999302780691989,0.049994021744879484,0.05000088868741376
1,0.047619047619047616,0.04998177389909836,0.04998363828623029,0.049983737027890246,0.04998076339018173,0.04998274849520206,0.04998358703666938,0.049996200774677785,0.0499947532523378,0.04999884891897824
1,0.051587301587301584,0.049979717545273854,0.04998074147518882,0.049980766087224404,0.04997857595611138,0.0499826608377669,0.049982286747515925,0.04999702419689706,0.049994489516015324,0.049998649657909254
1,0.05555555555555555,0.04997824936885959,0.04997948783726743,0.049977125841122017,0.04997753490727039,0.04998254302822116,0.04997799157097346,0.049996315905718784,0.04999348106086821,0.04999918757288619
1,0.05952380952380952,0.04997511978600944,0.04997621245772896,0.04997707443340155,0.04997672796099456,0.04998409069698508,0.0499767345952365,0.049996888276078046,0.049993637071677165,0.0499978689872467
1,0.06349206349206349,0.04997387516009372,0.049974419572871166,0.04997417662198264,0.04997421320053242,0.04998120780000615,0.049975624307746914,0.04999521862443967,0.049992754072362006,0.04999713619612594
