time,1,2,3,4,5,6,7,8,9
0.0,0.04407322389330735,0.04122823666920338,0.040608781492208694,0.04110047540612212,0.042070757438726035,0.04317389311808515,0.04423308124630845,0.04516862032394573,0.045954737458382244
0.003968253968253968,0.044180627168972204,0.04121734283349482,0.040507582295317306,0.041039145070069394,0.041974348153331356,0.0432360896068733,0.04412675485960699,0.04515599617599472,0.04580729581118292
0.007936507936507936,0.044108056715739946,0.04131752885905082,0.04049724228729021,0.04099998336375544,0.04199410128571263,0.04324396988371879,0.04410869205275657,0.04514845773255056,0.04577889348474939
0.011904761904761904,0.0440282669605546,0.04134642895499217,0.040479631982222895,0.04097837127236834,0.042026452996121504,0.04326211959364092,0.04408498873805379,0.04536413022298109,0.0457766636517986
0.015873015873015872,0.043869874824391725,0.04133085153979496,0.04048615960462509,0.04094079009692289,0.042001976576045125,0.04333725412371068,0.04402830932578982,0.045371381757406654,0.04583747029317114
0.01984126984126984,0.043787382867962056,0.04136777549262967,0.04059363350895695,0.0408996784742486,0.04208783039349982,0.043215290484996796,0.044082255971247625,0.045389389444659124,0.045880539786390416
0.023809523809523808,0.0439020544134528,0.041442034939611086,0.04070869973181509,0.04093125692862673,0.042094439515951355,0.04317405705401774,0.04399041436923878,0.045513033484064096,0.04575223431694177
0.027777777777777776,0.04382128428318284,0.04148647967296122,0.040717050743035894,0.041079236073582194,0.042052589967107784,0.043068596835642445,0.04390200835502351,0.04557007769198863,0.045868285856157015
0.031746031746031744,0.0438295001375344,0.04151405267907261,0.04062314004095184,0.04118493433665799,0.04205043576302904,0.04315694458427772,0.04386198666592489,0.04559238439890918,0.04580250115643867
0.03571428571428571,0.04393155511756927,0.04146438210165047,0.04058475308494407,0.04129470995610233,0.04199795244239933,0.043214325384222374,0.04393189021842254,0.04552237923374358,0.0458227948011463
0.03968253968253968,0.043947186891090305,0.04153233522671305,0.04067647159762407,0.04125284751746018,0.042016035391219474,0.043255136221896154,0.04404982384173835,0.04556194699552945,0.04580560582960825
0.04365079365079365,0.044013683517566855,0.04146176927524646,0.040723064939992996,0.04121221335645011,0.04213737669149466,0.04333289856134193,0.04408303070803496,0.04567871378881058,0.0456739388410184
0.047619047619047616,0.043970203888974255,0.04131539919783544,0.040573444404190265,0.04129547864659793,0.04194510050315763,0.043297077108470736,0.04399324394611717,0.04585028311912001,0.04566772056971435
0.051587301587301584,0.043815379708804315,0.041320167207887365,0.040584733217951585,0.04117440366771621,0.04196156383867868,0.04331555425117225,0.04395941174854591,0.045805935423102746,0.04570029668995264
0.05555555555555555,0.04392819557751219,0.0412892295051918,0.04061769161983008,0.041252198081137906,0.04188917934625151,0.0433476532247277,0.043962199876762156,0.045832860459760295,0.045732284147207355
0.05952380952380952,0.043852528337939276,0.041399603756753924,0.040509595457143964,0.04114147098639254,0.041877565874653466,0.04351639463970383,0.04391718374836397,0.04580376185040912,0.04569039778091467
0.06349206349206349,0.043924285691899906,0.04138079108401792,0.040556252866510184,0.04109839763122085,0.04182940162756805,0.043548156847429284,0.04385494312747829,0.04573063581989971,0.04572400436104159
0.06746031746031746,0.043832370231509016,0.04146211418895912,0.04065209817797024,0.04107399183295854,0.04186553374151892,0.043603478540168356,0.04390647212527399,0.04576518998993396,0.04579522532055215
0.07142857142857142,0.043665153454618286,0.04145182127701223,0.04068895664864515,0.0411646246400929,0.04192882159676572,0.04364003804146077,0.044062043265643024,0.04575483179488171,0.045914675638747564
0.07539682539682539,0.043613671531179864,0.04162705414048407,0.04080542243274991,0.041298519984347234,0.041921014645021196,0.04351492712391234,0.04399660500205012,0.045793159158622816,0.04590498679524986
0.07936507936507936,0.04358923070027973,0.04160919972380177,0.04090938272240535,0.041311025109933175,0.041968529085609586,0.04357117740342424,0.0439733862803899,0.0456790253929241,0.045927654225224684
0.08333333333333333,0.04342308270689157,0.041684425904572865,0.040972621898724935,0.04127246413620357,0.041974763043363145,0.043526850947784815,0.04408907052280847,0.04581835108255621,0.04597270589669245
0.0873015873015873,0.043431183588478924,0.04174235478191375,0.04117703799193832,0.04115757878746429,0.0419214750341986,0.04347158145897357,0.043978812946596314,0.0457613249832368,0.045902285140092515
0.09126984126984126,0.0434993234208551,0.04180352905369859,0.04124269239072857,0.041102643667529914,0.042055501234869,0.04345092228138588,0.043901043726416775,0.045872833479846394,0.04598510145424261
0.09523809523809523,0.04361307649537343,0.04178588958946235,0.041226699447068374,0.041097937252378626,0.04204339683644753,0.043367129876503444,0.04388437298594766,0.04588945205525377,0.04597223394894003
0.0992063492063492,0.04369446151737862,0.041746349567711574,0.04127081904785983,0.041094027157966374,0.0421422743889381,0.04344379385906563,0.04377881627355828,0.045837798410917834,0.04609373277326997
0.10317460317460317,0.04366584992936929,0.04178808072369404,0.041233875596340556,0.04103523041092253,0.042205066953375434,0.04350052394973118,0.043842704673492515,0.045753392410441206,0.04606763719812632
0.10714285714285714,0.04373117708398616,0.041869490176451606,0.041424302687698165,0.04108628499126203,0.042079686381033564,0.04355757044278663,0.043931059798528446,0.045675002815344826,0.04586558651156415
0.1111111111111111,0.04367019354198551,0.04185174011241064,0.04155741709590774,0.041042288829828306,0.04207613300162583,0.043607480003754626,0.04394076752030118,0.04578625778350436,0.0458992795177472
0.11507936507936507,0.043851923757757476,0.041916037429811946,0.04152020622468219,0.041140216799271115,0.04202338098163926,0.04362972742527896,0.04395456920900318,0.04580767802462085,0.04578500492606199
